id,video_id,topic,text,clean_text,created_at,source,source_item_id,like_count,reply_count,manual_label,predicted_label,sentiment_score_raw,is_relevant
46,0qNL8VZHblA,arsenal,2 ông BLV fan phấn à mà đến luýc bl phần của phấn hăng vậy mà bl phần mc thì trầm thế,2 ông bình luận viên fan arsenal phấn à mà đến luýc bl phần của arsenal phấn hăng vậy mà bl phần manchester city thì trầm thế,2026-04-21T02:11:37Z,YouTube,0qNL8VZHblA,0,0,2,,,0
47,0qNL8VZHblA,arsenal,Kíck thằng donaruma đi làm ơn,kíck thằng donaruma đi làm ơn,2026-04-21T01:25:36Z,YouTube,0qNL8VZHblA,0,0,2,,,0
48,0qNL8VZHblA,arsenal,Asean hay nhưng tiếc la ko được may,asean hay nhưng tiếc la không được may,2026-04-21T00:52:03Z,YouTube,0qNL8VZHblA,0,0,2,,,0
49,0qNL8VZHblA,arsenal,"lời nguyền thu mơ ăn 6, đông ăn 4, xuân bắt đầu buông hạ trắng tay.
Vài bữa bị ATM nắc bay khỏi C1 là đẹp, ôi đội bóng tôi yêu 🥺🥺🥺","lời nguyền thu mơ ăn 6, đông ăn 4, xuân bắt đầu buông hạ trắng tay. vài bữa bị atm nắc bay khỏi uefa champions league là đẹp, ôi đội bóng tôi yêu 🥺🥺🥺",2026-04-21T00:27:14Z,YouTube,0qNL8VZHblA,0,0,1,,,1
50,0qNL8VZHblA,arsenal,Tôi fan trung lập,tôi fan trung lập,2026-04-21T00:25:09Z,YouTube,0qNL8VZHblA,0,0,2,,,0
51,0qNL8VZHblA,arsenal,xem chán thế,xem chán thế,2026-04-21T00:06:13Z,YouTube,0qNL8VZHblA,0,0,2,,,0
52,0qNL8VZHblA,arsenal,hay đấy,hay đấy,2026-04-21T00:02:09Z,YouTube,0qNL8VZHblA,0,0,2,,,0
53,0qNL8VZHblA,arsenal,2 cột dọc 1 xà ngang,2 cột dọc 1 xà ngang,2026-04-20T23:54:56Z,YouTube,0qNL8VZHblA,0,0,2,,,0
54,0qNL8VZHblA,arsenal,city cityyyy,city cityy,2026-04-20T18:06:58Z,YouTube,0qNL8VZHblA,0,0,2,,,0
55,0qNL8VZHblA,arsenal,Năm nay Pháp vô địch!! Đội hình còn mạnh hơn 2018 =)),năm nay pháp vô địch!! đội hình còn mạnh hơn 2018 haha,2026-04-20T17:37:58Z,YouTube,0qNL8VZHblA,0,0,2,,,0
56,0qNL8VZHblA,arsenal,Kẹt pháo r kẹt pháo r😂,kẹt arsenal pháo r kẹt arsenal pháo r haha,2026-04-20T17:36:42Z,YouTube,0qNL8VZHblA,0,0,0,,,1
57,0qNL8VZHblA,arsenal,Anh em arsenal điểm danh nào 😂😂😂,anh em arsenal điểm danh nào haha haha haha,2026-04-20T17:30:51Z,YouTube,0qNL8VZHblA,0,0,2,,,1
58,0qNL8VZHblA,arsenal,"etita là người rất giỏi, giỏi trong những trận đấu nhỏ😌 à mà đá tứ kết c1 vừa rồi tôi nghĩ trận nhỏ cũng đá chả ra làm sao😌","arteta là người rất giỏi, giỏi trong những trận đấu nhỏ biểu cảm trung tính à mà đá tứ kết uefa champions league vừa rồi tôi nghĩ trận nhỏ cũng đá chả ra làm sao biểu cảm trung tính",2026-04-20T17:24:07Z,YouTube,0qNL8VZHblA,0,0,2,,,1
59,0qNL8VZHblA,arsenal,pháo thủ vẫn như vậy nhỉ cuối mùa là rụng,arsenal arsenal pháo thủ vẫn như vậy nhỉ cuối mùa là rụng,2026-04-20T16:51:52Z,YouTube,0qNL8VZHblA,0,0,1,,,1
60,0qNL8VZHblA,arsenal,Phải loại thằng thủ môn Doraruma lâu rồi mới đúng. Nhiều trận bắt như bán độ,phải loại thằng thủ môn doraruma lâu rồi mới đúng. nhiều trận bắt như bán độ,2026-04-20T16:51:40Z,YouTube,0qNL8VZHblA,0,0,1,,,1
61,0qNL8VZHblA,arsenal,Quá đen cho sơ nan,quá đen cho arsenal sơ nan,2026-04-20T16:01:33Z,YouTube,0qNL8VZHblA,0,0,1,,,1
62,0qNL8VZHblA,arsenal,phấn đào nguuu,arsenal arsenal phấn đào nguu,2026-04-20T15:56:12Z,YouTube,0qNL8VZHblA,0,0,1,,,1
63,0qNL8VZHblA,arsenal,Chu kì buông lại bắt đầu,chu kì buông lại bắt đầu,2026-04-20T15:45:39Z,YouTube,0qNL8VZHblA,0,0,1,,,1
64,0qNL8VZHblA,arsenal,cúng 1 bàn còn thua thì chịu r😅😅,cúng 1 bàn còn thua thì chịu r haha haha,2026-04-20T15:35:40Z,YouTube,0qNL8VZHblA,0,0,1,,,1
65,0qNL8VZHblA,arsenal,"Tôi theo dõi ngoại hạng anh tới giờ ~20 năm . Asr luôn luôn có mặt trong tốp 4 . Nhưng ko có vô địch kể từ 2002- 2003 gì đó . Mùa giải bất bại. Ko phải khen chê gì quan điểm cá nhân thôi . Asr ko có xoay tout đội hình để chạy đường dài . Giải ngoại hạng là tính điểm . Thắng 1 - 0 cũng 3 điểm . Vậy việc gì khi gặp đội yếu hơn đá sân nhà vẫn tung ra đh mạnh. Để rồi hụt hơi ở giai đoạn quan trọng nhất .
Tôi là Madridista nha mn . Mùa này chắc real trắng tay rồi",tôi theo dõi ngoại hạng anh tới giờ ~20 năm . asr luôn luôn có mặt trong tốp 4 . nhưng không có vô địch kể từ 2002- 2003 gì đó . mùa giải bất bại. không phải khen chê gì quan điểm cá nhân thôi . asr không có xoay tout đội hình để chạy đường dài . giải ngoại hạng là tính điểm . thắng 1 - 0 cũng 3 điểm . vậy việc gì khi gặp đội yếu hơn đá sân nhà vẫn tung ra đh mạnh. để rồi hụt hơi ở giai đoạn quan trọng nhất . tôi là madridista nha mọi người . mùa này chắc real trắng tay rồi,2026-04-20T15:26:50Z,YouTube,0qNL8VZHblA,0,0,2,,,1
66,0qNL8VZHblA,arsenal,Cảm giác đuối đuối ấy nhỉ. Có khi nào về nhì không ae. Mùa nào cũng tự nhúng dái vào nước sôi thế.,cảm giác đuối đuối ấy nhỉ. có khi nào về nhì không ae. mùa nào cũng tự nhúng dái vào nước sôi thế.,2026-04-20T15:25:44Z,YouTube,0qNL8VZHblA,0,0,1,,,1
67,0qNL8VZHblA,arsenal,Hiểu sao psg bán đồ na rú mà chuâ,hiểu sao psg bán đồ na rú mà chuâ,2026-04-20T15:21:16Z,YouTube,0qNL8VZHblA,0,0,2,,,0
68,0qNL8VZHblA,arsenal,Chịu,chịu,2026-04-20T15:17:57Z,YouTube,0qNL8VZHblA,0,0,1,,,1
69,0qNL8VZHblA,arsenal,Bên liga có ma rit cũng đạt 2 lần về nhì rồi ít mùa nửa phá vỡ 4 lần của ars mất,bên liga có ma rit cũng đạt 2 lần về nhì rồi ít mùa nửa phá vỡ 4 lần của arsenal mất,2026-04-20T15:08:51Z,YouTube,0qNL8VZHblA,0,0,2,,,1
70,0qNL8VZHblA,arsenal,Liga budes giải pháp biết nhà vd rồi còn ars loai hoay cố gắng cuối cùng vẫn ko thể vươn lên dc,liga budes giải pháp biết nhà vd rồi còn arsenal loai hoay cố gắng cuối cùng vẫn không thể vươn lên được,2026-04-20T15:05:00Z,YouTube,0qNL8VZHblA,0,0,1,,,1
71,0qNL8VZHblA,arsenal,Mc cuối mùa đá ghê có khi nào bú 3 cup luôn k,manchester city cuối mùa đá ghê có khi nào bú 3 cup luôn không,2026-04-20T15:04:05Z,YouTube,0qNL8VZHblA,0,0,2,,,0
72,0qNL8VZHblA,arsenal,Anh Phú Ngao đó à 😂,anh arsenal phú ngao đó à haha,2026-04-20T15:03:15Z,YouTube,0qNL8VZHblA,0,0,2,,,1
73,0qNL8VZHblA,arsenal,Không thấy bọn fan phú ngao vào comment ta?,không thấy bọn fan arsenal phú ngao vào comment ta?,2026-04-20T15:02:15Z,YouTube,0qNL8VZHblA,0,0,2,,,1
74,0qNL8VZHblA,arsenal,Phú Ngao thứ 2 thì không ai dám giành. Cú ăn 4 về nhì...,arsenal phú ngao thứ 2 thì không ai dám giành. cú ăn 4 về nhì...,2026-04-20T15:00:19Z,YouTube,0qNL8VZHblA,0,0,2,,,1
75,0qNL8VZHblA,arsenal,Ghét phấn lắm nhx mà trận này hay,ghét arsenal phấn lắm nhx mà trận này hay,2026-04-20T14:52:11Z,YouTube,0qNL8VZHblA,0,0,0,,,1
76,0qNL8VZHblA,arsenal,Dễ ko được  cái  cúp  nào  quá 😢😢,dễ không được cái cúp nào quá buồn buồn,2026-04-20T14:44:49Z,YouTube,0qNL8VZHblA,0,0,1,,,1
77,0qNL8VZHblA,arsenal,"Arsenal thực sự thiếu bản lĩnh ,","arsenal thực sự thiếu bản lĩnh ,",2026-04-20T14:42:51Z,YouTube,0qNL8VZHblA,0,0,1,,,1
78,0qNL8VZHblA,arsenal,Nhưng phải công nhận trận này Pháo đá cũng hay đấy chỉ thiếu chút may mắn là vô địch 😊,nhưng phải công nhận trận này arsenal pháo đá cũng hay đấy chỉ thiếu chút may mắn là vô địch 😊,2026-04-20T14:40:18Z,YouTube,0qNL8VZHblA,0,1,0,,,1
79,0qNL8VZHblA,arsenal,đã kết thúc mùa đâu bạn 😅,đã kết thúc mùa đâu bạn haha,2026-04-22T07:58:24Z,YouTube,0qNL8VZHblA,0,0,2,,,1
80,0qNL8VZHblA,arsenal,Cay đme tự nhiên bị cả epl nó ghét-)) ars ko vô địch năm nay thì tất cả c nó cười vào mặt,cay đme tự nhiên bị cả epl nó ghét-)) arsenal không vô địch năm nay thì tất cả c nó cười vào mặt,2026-04-20T14:36:20Z,YouTube,0qNL8VZHblA,0,0,1,,,1
81,0qNL8VZHblA,arsenal,Arsenal chỉ thiếu một chút may mắn nữa thôi,arsenal chỉ thiếu một chút may mắn nữa thôi,2026-04-20T14:30:12Z,YouTube,0qNL8VZHblA,0,0,0,,,1
82,0qNL8VZHblA,arsenal,Arsenal chỉ thiếu một chút may mắn nữa thôi,arsenal chỉ thiếu một chút may mắn nữa thôi,2026-04-20T14:29:58Z,YouTube,0qNL8VZHblA,0,0,0,,,1
83,0qNL8VZHblA,arsenal,Arteta lại giống thầy Wenger thôi chuyên gia về nhì. MC đầu mùa cứ thả cho các đội mộng mơ cuối mùa mới đá cướp cúp chơi.,arteta lại giống thầy wenger thôi chuyên gia về nhì. manchester city đầu mùa cứ thả cho các đội mộng mơ cuối mùa mới đá cướp cúp chơi.,2026-04-20T14:28:57Z,YouTube,0qNL8VZHblA,0,0,1,,,1
84,0qNL8VZHblA,arsenal,Thế cân bằng đã trở lại. 50 50 cho cả hai đội ở những trận còn lại.,thế cân bằng đã trở lại. 50 50 cho cả hai đội ở những trận còn lại.,2026-04-20T14:28:06Z,YouTube,0qNL8VZHblA,0,0,2,,,1
85,0qNL8VZHblA,arsenal,Clma nếu mà 4 lần về nhì thì tui khuyên ae ko nên trọc mấy ae phấn nữa tội lắm r,clma nếu mà 4 lần về nhì thì tui khuyên ae không nên trọc mấy ae arsenal phấn nữa tội lắm r,2026-04-20T14:21:16Z,YouTube,0qNL8VZHblA,0,0,1,,,1
86,0qNL8VZHblA,arsenal,Mùa nào cũng vậy toàn hụt hơi về cuối. Xem toàn hụt hứng,mùa nào cũng vậy toàn hụt hơi về cuối. xem toàn hụt hứng,2026-04-20T14:19:09Z,YouTube,0qNL8VZHblA,0,0,1,,,1
87,0qNL8VZHblA,arsenal,T nghĩ ars còn cơ hội,t nghĩ arsenal còn cơ hội,2026-04-20T14:16:49Z,YouTube,0qNL8VZHblA,0,0,0,,,1
88,0qNL8VZHblA,arsenal,2 đội ni xứng đáng vô địch,2 đội ni xứng đáng vô địch,2026-04-20T14:13:24Z,YouTube,0qNL8VZHblA,0,0,2,,,1
89,0qNL8VZHblA,arsenal,Asenal vô địch c1,asenal vô địch uefa champions league,2026-04-20T14:08:52Z,YouTube,0qNL8VZHblA,0,0,0,,,1
90,0qNL8VZHblA,arsenal,ăn hên thôi,ăn hên thôi,2026-04-20T14:06:18Z,YouTube,0qNL8VZHblA,0,0,1,,,1
91,0qNL8VZHblA,arsenal,Fan phốn lào điểm danh  🎉,fan arsenal phốn lào điểm danh chúc mừng,2026-04-20T14:01:15Z,YouTube,0qNL8VZHblA,0,1,0,,,1
92,0qNL8VZHblA,arsenal,Điểm danh nhé zalo 3 họ,điểm danh nhé zalo 3 họ,2026-05-21T09:38:01Z,YouTube,0qNL8VZHblA,0,0,2,,,0
93,0qNL8VZHblA,arsenal,"Lại một lần nữa cúp trước mắt vụt đi, biếu chiếc cúp cho city arsenal về nhì. Thua chung kết có ai mà vui, thôi coi như bữa nay mình xui.","lại một lần nữa cúp trước mắt vụt đi, biếu chiếc cúp cho city arsenal về nhì. thua chung kết có ai mà vui, thôi coi như bữa nay mình xui.",2026-04-20T13:48:20Z,YouTube,0qNL8VZHblA,0,0,1,,,1
94,0qNL8VZHblA,arsenal,"Ars quá đen, nhưng làm cho ngoại hạng anh trở nên kịch tính hơn bao giờ hết ! ❤❤❤","arsenal quá đen, nhưng làm cho ngoại hạng anh trở nên kịch tính hơn bao giờ hết ! trái tim trái tim trái tim",2026-04-20T13:43:59Z,YouTube,0qNL8VZHblA,0,0,0,,,1
95,0qNL8VZHblA,arsenal,Biết trước là sẽ thua rồi lên đéo thèm xem trực tiếp mùa này mc lại nâng cúp rồi chúc mừng fan MC.🎉🎉🎉😮,biết trước là sẽ thua rồi lên đéo thèm xem trực tiếp mùa này manchester city lại nâng cúp rồi chúc mừng fan manchester city. chúc mừng chúc mừng chúc mừng 😮,2026-04-20T13:39:33Z,YouTube,0qNL8VZHblA,1,1,1,,,1
96,0qNL8VZHblA,arsenal,Thật à nâng chưa 😂,thật à nâng chưa haha,2026-05-20T16:41:08Z,YouTube,0qNL8VZHblA,0,0,2,,,1
97,0qNL8VZHblA,arsenal,Cherki +100000000aura,cherki +100000000aura,2026-04-20T13:34:51Z,YouTube,0qNL8VZHblA,0,0,0,,,1
98,0qNL8VZHblA,arsenal,City cuối trận cũng hú vía😂,city cuối trận cũng hú vía haha,2026-04-20T13:31:24Z,YouTube,0qNL8VZHblA,0,0,2,,,1
99,0qNL8VZHblA,arsenal,Phút 17:25 BLV phải nói là đó là bàn danh dự cho phấn đào,phút <time> bình luận viên phải nói là đó là bàn danh dự cho arsenal arsenal phấn đào,2026-04-20T13:30:32Z,YouTube,0qNL8VZHblA,0,0,2,,,1
100,0qNL8VZHblA,arsenal,Chú 4 mệt rồi,chú 4 mệt rồi,2026-04-20T13:26:46Z,YouTube,0qNL8VZHblA,0,0,1,,,1
101,0qNL8VZHblA,arsenal,Mc dù có thua 1 trận nữa vẫn vô địch.,manchester city dù có thua 1 trận nữa vẫn vô địch.,2026-04-20T13:25:53Z,YouTube,0qNL8VZHblA,0,0,2,,,1
102,0qNL8VZHblA,arsenal,Cuộc đua trở nên kịch tính hơn,cuộc đua trở nên kịch tính hơn,2026-04-20T13:22:02Z,YouTube,0qNL8VZHblA,0,0,2,,,1
103,0qNL8VZHblA,arsenal,vãi mc 67 điểm ae ơi,vãi manchester city 67 điểm ae ơi,2026-04-20T13:19:24Z,YouTube,0qNL8VZHblA,0,1,2,,,0
104,0qNL8VZHblA,arsenal,số đẹp vãi,số đẹp vãi,2026-04-20T13:19:40Z,YouTube,0qNL8VZHblA,0,0,2,,,0
105,0qNL8VZHblA,arsenal,Còn đá mấy trận nữa mà?,còn đá mấy trận nữa mà?,2026-04-20T13:13:55Z,YouTube,0qNL8VZHblA,0,0,2,,,1
106,0qNL8VZHblA,arsenal,Đầu tư vào cột dọc là ngon luôn,đầu tư vào cột dọc là ngon luôn,2026-04-20T13:13:41Z,YouTube,0qNL8VZHblA,0,0,0,,,1
107,0qNL8VZHblA,arsenal,"ở ngoại hạng thì mạnh thật sự, nhưng bước ra C1 thì chỉ là những đội lót đường","ở ngoại hạng thì mạnh thật sự, nhưng bước ra uefa champions league thì chỉ là những đội lót đường",2026-04-20T13:10:36Z,YouTube,0qNL8VZHblA,0,1,1,,,1
