id,video_id,topic,text,clean_text,created_at,source,source_item_id,like_count,reply_count,final_is_relevant,final_manual_label
11,0qNL8VZHblA,arsenal,"pháo thủ cứ cuối mùa thì tịt ngòi, còn MC thì chỉ ăn hiếp ở giải ao làng.😄","arsenal arsenal pháo thủ cứ cuối mùa thì tịt ngòi, còn manchester city thì chỉ ăn hiếp ở giải ao làng. haha",2026-04-24T04:44:59Z,YouTube,0qNL8VZHblA,0,0,1,1
12,0qNL8VZHblA,arsenal,the citizens,the citizens,2026-04-23T13:38:53Z,YouTube,0qNL8VZHblA,0,0,0,2
13,0qNL8VZHblA,arsenal,"@hoanglonglephan4020 9 ngày trước fan Ars cười như được mùa, đội đua vô địch sắp trở thành đội bóng đầu tiên tới trắng môn thể thao Tiến Lên - Tứ Quý 2 🤣🤣🤣🤣","<user> 9 ngày trước fan arsenal cười như được mùa, đội đua vô địch sắp trở thành đội bóng đầu tiên tới trắng môn thể thao tiến lên - tứ quý 2 haha haha haha haha",2026-04-23T09:32:25Z,YouTube,0qNL8VZHblA,0,0,1,1
14,0qNL8VZHblA,arsenal,là một fan mc t thấy trận này pháo thủ chơi cũng rất tốt và họ còn thiếu bản lĩnh như mc nên thua cũng là chuyện thường tình😅😂,là một fan manchester city t thấy trận này arsenal arsenal pháo thủ chơi cũng rất tốt và họ còn thiếu bản lĩnh như manchester city nên thua cũng là chuyện thường tình haha haha,2026-04-23T05:18:14Z,YouTube,0qNL8VZHblA,0,0,1,2
15,0qNL8VZHblA,arsenal,Đô rê mon 🤡🤡🤡,đô rê mon 🤡🤡🤡,2026-04-22T19:44:02Z,YouTube,0qNL8VZHblA,0,0,0,2
16,0qNL8VZHblA,arsenal,Ars mùa này lại về nhì rồi đúng 4 mùa về nhì ahahaha,arsenal mùa này lại về nhì rồi đúng 4 mùa về nhì ahahaha,2026-04-22T12:31:51Z,YouTube,0qNL8VZHblA,0,0,1,1
17,0qNL8VZHblA,arsenal,Cúp nè MC tới lấy đi,cúp nè manchester city tới lấy đi,2026-04-22T11:55:49Z,YouTube,0qNL8VZHblA,0,0,0,2
18,0qNL8VZHblA,arsenal,Trận này Ars đá hay hơn,trận này arsenal đá hay hơn,2026-04-22T02:02:44Z,YouTube,0qNL8VZHblA,0,0,1,0
19,0qNL8VZHblA,arsenal,"Ars thời Giáo Sư tôi yêu 
Còn bjo là màu xanh tôi yêu thời của Pep",arsenal thời giáo sư tôi yêu còn bjo là màu xanh tôi yêu thời của pep,2026-04-22T01:53:47Z,YouTube,0qNL8VZHblA,0,0,1,2
20,0qNL8VZHblA,arsenal,"Đang hơn 3 điểm As nên phòng thủ phản công thủ hoà để mà vô địch,HLV tư duy chiến thuật dở","đang hơn 3 điểm as nên phòng thủ phản công thủ hoà để mà vô địch,hlv tư duy chiến thuật dở",2026-04-22T00:38:36Z,YouTube,0qNL8VZHblA,0,0,1,1
21,0qNL8VZHblA,arsenal,MC vây GK thế này mà k thấy báo đài nào nói nhỉ😅,manchester city vây gk thế này mà không thấy báo đài nào nói nhỉ haha,2026-04-21T16:25:23Z,YouTube,0qNL8VZHblA,0,0,0,2
22,0qNL8VZHblA,arsenal,Giờ mc mà vô địch mùa này mới chính là mùa mà pep sẽ nhớ mãi 1 trong những mùa ấn tượng nhất,giờ manchester city mà vô địch mùa này mới chính là mùa mà pep sẽ nhớ mãi 1 trong những mùa ấn tượng nhất,2026-04-21T16:24:50Z,YouTube,0qNL8VZHblA,0,1,0,2
23,0qNL8VZHblA,arsenal,ko vô địch mới nhớ mãi nhé 😅,không vô địch mới nhớ mãi nhé haha,2026-04-22T07:53:13Z,YouTube,0qNL8VZHblA,0,0,1,1
24,0qNL8VZHblA,arsenal,Arsenal vô địch. tại vì đội bóng mạnh bị hụt hơi,arsenal vô địch. tại vì đội bóng mạnh bị hụt hơi,2026-04-21T15:53:25Z,YouTube,0qNL8VZHblA,0,0,1,0
25,0qNL8VZHblA,arsenal,Thành London Chel bạc nhược... còn mỗi anh,thành london chel bạc nhược... còn mỗi anh,2026-04-21T14:51:38Z,YouTube,0qNL8VZHblA,0,0,0,2
26,0qNL8VZHblA,arsenal,Đá trận này xong 3 đời sau fan Ars còn sợ,đá trận này xong 3 đời sau fan arsenal còn sợ,2026-04-21T14:40:57Z,YouTube,0qNL8VZHblA,0,0,1,1
27,0qNL8VZHblA,arsenal,vl vừa vào nghe erling foden ??? blv k bt đọc à,vl vừa vào nghe erling foden ??? bình luận viên không bt đọc à,2026-04-21T14:04:36Z,YouTube,0qNL8VZHblA,0,0,0,2
28,0qNL8VZHblA,arsenal,Vội gì. 6-7 vòng nữa Arsenal cứ hạ ttiep tất cả các đối thủ còn lại là lại Vô địch thôi. Cũng lâu rồi chưa lên ngôi. Năm nay Pháo Thủ chất lượng chiều sâu . Xứng đáng số 1 EPL.,vội gì. 6-7 vòng nữa arsenal cứ hạ ttiep tất cả các đối thủ còn lại là lại vô địch thôi. cũng lâu rồi chưa lên ngôi. năm nay arsenal arsenal pháo thủ chất lượng chiều sâu . xứng đáng số 1 epl.,2026-04-21T13:54:50Z,YouTube,0qNL8VZHblA,0,0,1,0
29,0qNL8VZHblA,arsenal,Năm nay pháo lại trắng tay,năm nay arsenal pháo lại trắng tay,2026-04-21T13:25:01Z,YouTube,0qNL8VZHblA,0,0,1,1
30,0qNL8VZHblA,arsenal,Tiêu đề thì ghi cá cược là trái phép ở việt nam mà video lại hiện dòng chữ betway dài loằng ngoằng hahahahahhaha,tiêu đề thì ghi cá cược là trái phép ở việt nam mà video lại hiện dòng chữ betway dài loằng ngoằng hahahahahhaha,2026-04-21T12:55:57Z,YouTube,0qNL8VZHblA,0,0,0,2
31,0qNL8VZHblA,arsenal,man xanh quá đỉnh,manchester city quá đỉnh,2026-04-21T12:52:38Z,YouTube,0qNL8VZHblA,0,0,0,2
32,0qNL8VZHblA,arsenal,Man city gặp msy nhiều quá. Hút chết mấy lần,man city gặp msy nhiều quá. hút chết mấy lần,2026-04-21T12:18:45Z,YouTube,0qNL8VZHblA,0,0,0,2
33,0qNL8VZHblA,arsenal,Thủ môn chủ nhà sướng 1,thủ môn chủ nhà sướng 1,2026-04-21T11:42:26Z,YouTube,0qNL8VZHblA,0,0,0,2
34,0qNL8VZHblA,arsenal,BLV fan Arsenal à ? Erling Halan ghi bàn hay vậy chỉ đọc tên. Phê bình nhé,bình luận viên fan arsenal à ? erling halan ghi bàn hay vậy chỉ đọc tên. phê bình nhé,2026-04-21T11:10:02Z,YouTube,0qNL8VZHblA,0,0,1,2
35,0qNL8VZHblA,arsenal,Donaruma bán độ cm r😂,donaruma bán độ cm r haha,2026-04-21T10:58:22Z,YouTube,0qNL8VZHblA,0,0,0,2
36,0qNL8VZHblA,arsenal,hi,hi,2026-04-21T10:52:53Z,YouTube,0qNL8VZHblA,0,0,0,2
37,0qNL8VZHblA,arsenal,A phú thảo trận này hơi đen,arsenal a phú thảo trận này hơi đen,2026-04-21T10:09:12Z,YouTube,0qNL8VZHblA,0,0,1,2
38,0qNL8VZHblA,arsenal,Co don danh cho ai day,co don danh cho ai day,2026-04-21T09:40:43Z,YouTube,0qNL8VZHblA,0,0,0,2
39,0qNL8VZHblA,arsenal,"Trong lúc ae đang vui mừng chiến thắng của mc t lại lo lắng Rodri bị chấn thương nặng và ko thể ra sân các vòng còn lại, đó sẽ là mất mát lớn ảnh hưởng ít nhiều đến cuộc đua vô địch ae fan MC cầu mong Rodri trở lại sân mạnh khoẻ đi :v","trong lúc ae đang vui mừng chiến thắng của manchester city t lại lo lắng rodri bị chấn thương nặng và không thể ra sân các vòng còn lại, đó sẽ là mất mát lớn ảnh hưởng ít nhiều đến cuộc đua vô địch ae fan manchester city cầu mong rodri trở lại sân mạnh khoẻ đi :v",2026-04-21T09:40:38Z,YouTube,0qNL8VZHblA,0,0,0,2
40,0qNL8VZHblA,arsenal,"Cặp CB của Mci uy tín quá, nếu ko có sai lầm của Donna thì chắc Ars ko có dc bàn thắng danh dự","cặp cb của mci uy tín quá, nếu không có sai lầm của donna thì chắc arsenal không có được bàn thắng danh dự",2026-04-21T05:01:21Z,YouTube,0qNL8VZHblA,0,0,1,1
41,0qNL8VZHblA,arsenal,Ars vua về nhì😂,arsenal vua về nhì haha,2026-04-21T04:45:36Z,YouTube,0qNL8VZHblA,0,0,1,1
42,0qNL8VZHblA,arsenal,1-Feb,1-feb,2026-04-21T04:31:17Z,YouTube,0qNL8VZHblA,0,0,0,2
43,0qNL8VZHblA,arsenal,Chuông kì bu thì đá mấy vẫn vậy th à = )))))))),chuông kì bu thì đá mấy vẫn vậy th à = )))))))),2026-04-21T04:30:28Z,YouTube,0qNL8VZHblA,0,0,1,1
44,0qNL8VZHblA,arsenal,Lan ơi là lan,lan ơi là lan,2026-04-21T03:54:47Z,YouTube,0qNL8VZHblA,0,0,0,2
45,0qNL8VZHblA,arsenal,"PHAO THU CHI ĐC LUC ĐÂU THÔI  MAN CITY THI ĐI NUOC RUT HAY LĂM , NĂM NAY LÀ NAM THU 3 LIÊN TIEP PHAO THU BI CUOP VÔ DICH","phao thu chi được luc đâu thôi man city thi đi nuoc rut hay lăm , năm nay là nam thu 3 liên tiep phao thu bi cuop vô dich",2026-04-21T02:57:56Z,YouTube,0qNL8VZHblA,0,0,1,1
46,0qNL8VZHblA,arsenal,2 ông BLV fan phấn à mà đến luýc bl phần của phấn hăng vậy mà bl phần mc thì trầm thế,2 ông bình luận viên fan arsenal phấn à mà đến luýc bl phần của arsenal phấn hăng vậy mà bl phần manchester city thì trầm thế,2026-04-21T02:11:37Z,YouTube,0qNL8VZHblA,0,0,1,2
47,0qNL8VZHblA,arsenal,Kíck thằng donaruma đi làm ơn,kíck thằng donaruma đi làm ơn,2026-04-21T01:25:36Z,YouTube,0qNL8VZHblA,0,0,0,2
48,0qNL8VZHblA,arsenal,Asean hay nhưng tiếc la ko được may,asean hay nhưng tiếc la không được may,2026-04-21T00:52:03Z,YouTube,0qNL8VZHblA,0,0,1,2
49,0qNL8VZHblA,arsenal,"lời nguyền thu mơ ăn 6, đông ăn 4, xuân bắt đầu buông hạ trắng tay.
Vài bữa bị ATM nắc bay khỏi C1 là đẹp, ôi đội bóng tôi yêu 🥺🥺🥺","lời nguyền thu mơ ăn 6, đông ăn 4, xuân bắt đầu buông hạ trắng tay. vài bữa bị atm nắc bay khỏi uefa champions league là đẹp, ôi đội bóng tôi yêu 🥺🥺🥺",2026-04-21T00:27:14Z,YouTube,0qNL8VZHblA,0,0,1,1
50,0qNL8VZHblA,arsenal,Tôi fan trung lập,tôi fan trung lập,2026-04-21T00:25:09Z,YouTube,0qNL8VZHblA,0,0,0,2
51,0qNL8VZHblA,arsenal,xem chán thế,xem chán thế,2026-04-21T00:06:13Z,YouTube,0qNL8VZHblA,0,0,0,2
52,0qNL8VZHblA,arsenal,hay đấy,hay đấy,2026-04-21T00:02:09Z,YouTube,0qNL8VZHblA,0,0,0,2
53,0qNL8VZHblA,arsenal,2 cột dọc 1 xà ngang,2 cột dọc 1 xà ngang,2026-04-20T23:54:56Z,YouTube,0qNL8VZHblA,0,0,0,2
54,0qNL8VZHblA,arsenal,city cityyyy,city cityy,2026-04-20T18:06:58Z,YouTube,0qNL8VZHblA,0,0,0,2
55,0qNL8VZHblA,arsenal,Năm nay Pháp vô địch!! Đội hình còn mạnh hơn 2018 =)),năm nay pháp vô địch!! đội hình còn mạnh hơn 2018 haha,2026-04-20T17:37:58Z,YouTube,0qNL8VZHblA,0,0,0,2
56,0qNL8VZHblA,arsenal,Kẹt pháo r kẹt pháo r😂,kẹt arsenal pháo r kẹt arsenal pháo r haha,2026-04-20T17:36:42Z,YouTube,0qNL8VZHblA,0,0,1,1
57,0qNL8VZHblA,arsenal,Anh em arsenal điểm danh nào 😂😂😂,anh em arsenal điểm danh nào haha haha haha,2026-04-20T17:30:51Z,YouTube,0qNL8VZHblA,0,0,1,2
58,0qNL8VZHblA,arsenal,"etita là người rất giỏi, giỏi trong những trận đấu nhỏ😌 à mà đá tứ kết c1 vừa rồi tôi nghĩ trận nhỏ cũng đá chả ra làm sao😌","arteta là người rất giỏi, giỏi trong những trận đấu nhỏ biểu cảm trung tính à mà đá tứ kết uefa champions league vừa rồi tôi nghĩ trận nhỏ cũng đá chả ra làm sao biểu cảm trung tính",2026-04-20T17:24:07Z,YouTube,0qNL8VZHblA,0,0,1,1
59,0qNL8VZHblA,arsenal,pháo thủ vẫn như vậy nhỉ cuối mùa là rụng,arsenal arsenal pháo thủ vẫn như vậy nhỉ cuối mùa là rụng,2026-04-20T16:51:52Z,YouTube,0qNL8VZHblA,0,0,1,1
60,0qNL8VZHblA,arsenal,Phải loại thằng thủ môn Doraruma lâu rồi mới đúng. Nhiều trận bắt như bán độ,phải loại thằng thủ môn doraruma lâu rồi mới đúng. nhiều trận bắt như bán độ,2026-04-20T16:51:40Z,YouTube,0qNL8VZHblA,0,0,0,2
61,0qNL8VZHblA,arsenal,Quá đen cho sơ nan,quá đen cho arsenal sơ nan,2026-04-20T16:01:33Z,YouTube,0qNL8VZHblA,0,0,1,1
62,0qNL8VZHblA,arsenal,phấn đào nguuu,arsenal arsenal phấn đào nguu,2026-04-20T15:56:12Z,YouTube,0qNL8VZHblA,0,0,1,1
63,0qNL8VZHblA,arsenal,Chu kì buông lại bắt đầu,chu kì buông lại bắt đầu,2026-04-20T15:45:39Z,YouTube,0qNL8VZHblA,0,0,1,1
64,0qNL8VZHblA,arsenal,cúng 1 bàn còn thua thì chịu r😅😅,cúng 1 bàn còn thua thì chịu r haha haha,2026-04-20T15:35:40Z,YouTube,0qNL8VZHblA,0,0,1,1
65,0qNL8VZHblA,arsenal,"Tôi theo dõi ngoại hạng anh tới giờ ~20 năm . Asr luôn luôn có mặt trong tốp 4 . Nhưng ko có vô địch kể từ 2002- 2003 gì đó . Mùa giải bất bại. Ko phải khen chê gì quan điểm cá nhân thôi . Asr ko có xoay tout đội hình để chạy đường dài . Giải ngoại hạng là tính điểm . Thắng 1 - 0 cũng 3 điểm . Vậy việc gì khi gặp đội yếu hơn đá sân nhà vẫn tung ra đh mạnh. Để rồi hụt hơi ở giai đoạn quan trọng nhất .
Tôi là Madridista nha mn . Mùa này chắc real trắng tay rồi",tôi theo dõi ngoại hạng anh tới giờ ~20 năm . asr luôn luôn có mặt trong tốp 4 . nhưng không có vô địch kể từ 2002- 2003 gì đó . mùa giải bất bại. không phải khen chê gì quan điểm cá nhân thôi . asr không có xoay tout đội hình để chạy đường dài . giải ngoại hạng là tính điểm . thắng 1 - 0 cũng 3 điểm . vậy việc gì khi gặp đội yếu hơn đá sân nhà vẫn tung ra đh mạnh. để rồi hụt hơi ở giai đoạn quan trọng nhất . tôi là madridista nha mọi người . mùa này chắc real trắng tay rồi,2026-04-20T15:26:50Z,YouTube,0qNL8VZHblA,0,0,1,2
66,0qNL8VZHblA,arsenal,Cảm giác đuối đuối ấy nhỉ. Có khi nào về nhì không ae. Mùa nào cũng tự nhúng dái vào nước sôi thế.,cảm giác đuối đuối ấy nhỉ. có khi nào về nhì không ae. mùa nào cũng tự nhúng dái vào nước sôi thế.,2026-04-20T15:25:44Z,YouTube,0qNL8VZHblA,0,0,1,1
67,0qNL8VZHblA,arsenal,Hiểu sao psg bán đồ na rú mà chuâ,hiểu sao psg bán đồ na rú mà chuâ,2026-04-20T15:21:16Z,YouTube,0qNL8VZHblA,0,0,0,2
68,0qNL8VZHblA,arsenal,Chịu,chịu,2026-04-20T15:17:57Z,YouTube,0qNL8VZHblA,0,0,0,2
69,0qNL8VZHblA,arsenal,Bên liga có ma rit cũng đạt 2 lần về nhì rồi ít mùa nửa phá vỡ 4 lần của ars mất,bên liga có ma rit cũng đạt 2 lần về nhì rồi ít mùa nửa phá vỡ 4 lần của arsenal mất,2026-04-20T15:08:51Z,YouTube,0qNL8VZHblA,0,0,1,2
70,0qNL8VZHblA,arsenal,Liga budes giải pháp biết nhà vd rồi còn ars loai hoay cố gắng cuối cùng vẫn ko thể vươn lên dc,liga budes giải pháp biết nhà vd rồi còn arsenal loai hoay cố gắng cuối cùng vẫn không thể vươn lên được,2026-04-20T15:05:00Z,YouTube,0qNL8VZHblA,0,0,1,1
71,0qNL8VZHblA,arsenal,Mc cuối mùa đá ghê có khi nào bú 3 cup luôn k,manchester city cuối mùa đá ghê có khi nào bú 3 cup luôn không,2026-04-20T15:04:05Z,YouTube,0qNL8VZHblA,0,0,0,2
72,0qNL8VZHblA,arsenal,Anh Phú Ngao đó à 😂,anh arsenal phú ngao đó à haha,2026-04-20T15:03:15Z,YouTube,0qNL8VZHblA,0,0,1,1
73,0qNL8VZHblA,arsenal,Không thấy bọn fan phú ngao vào comment ta?,không thấy bọn fan arsenal phú ngao vào comment ta?,2026-04-20T15:02:15Z,YouTube,0qNL8VZHblA,0,0,1,1
74,0qNL8VZHblA,arsenal,Phú Ngao thứ 2 thì không ai dám giành. Cú ăn 4 về nhì...,arsenal phú ngao thứ 2 thì không ai dám giành. cú ăn 4 về nhì...,2026-04-20T15:00:19Z,YouTube,0qNL8VZHblA,0,0,1,1
75,0qNL8VZHblA,arsenal,Ghét phấn lắm nhx mà trận này hay,ghét arsenal phấn lắm nhx mà trận này hay,2026-04-20T14:52:11Z,YouTube,0qNL8VZHblA,0,0,1,2
76,0qNL8VZHblA,arsenal,Dễ ko được  cái  cúp  nào  quá 😢😢,dễ không được cái cúp nào quá buồn buồn,2026-04-20T14:44:49Z,YouTube,0qNL8VZHblA,0,0,1,1
77,0qNL8VZHblA,arsenal,"Arsenal thực sự thiếu bản lĩnh ,","arsenal thực sự thiếu bản lĩnh ,",2026-04-20T14:42:51Z,YouTube,0qNL8VZHblA,0,0,1,1
78,0qNL8VZHblA,arsenal,Nhưng phải công nhận trận này Pháo đá cũng hay đấy chỉ thiếu chút may mắn là vô địch 😊,nhưng phải công nhận trận này arsenal pháo đá cũng hay đấy chỉ thiếu chút may mắn là vô địch 😊,2026-04-20T14:40:18Z,YouTube,0qNL8VZHblA,0,1,1,2
79,0qNL8VZHblA,arsenal,đã kết thúc mùa đâu bạn 😅,đã kết thúc mùa đâu bạn haha,2026-04-22T07:58:24Z,YouTube,0qNL8VZHblA,0,0,0,2
80,0qNL8VZHblA,arsenal,Cay đme tự nhiên bị cả epl nó ghét-)) ars ko vô địch năm nay thì tất cả c nó cười vào mặt,cay đme tự nhiên bị cả epl nó ghét-)) arsenal không vô địch năm nay thì tất cả c nó cười vào mặt,2026-04-20T14:36:20Z,YouTube,0qNL8VZHblA,0,0,1,2
81,0qNL8VZHblA,arsenal,Arsenal chỉ thiếu một chút may mắn nữa thôi,arsenal chỉ thiếu một chút may mắn nữa thôi,2026-04-20T14:30:12Z,YouTube,0qNL8VZHblA,0,0,1,2
82,0qNL8VZHblA,arsenal,Arsenal chỉ thiếu một chút may mắn nữa thôi,arsenal chỉ thiếu một chút may mắn nữa thôi,2026-04-20T14:29:58Z,YouTube,0qNL8VZHblA,0,0,1,2
83,0qNL8VZHblA,arsenal,Arteta lại giống thầy Wenger thôi chuyên gia về nhì. MC đầu mùa cứ thả cho các đội mộng mơ cuối mùa mới đá cướp cúp chơi.,arteta lại giống thầy wenger thôi chuyên gia về nhì. manchester city đầu mùa cứ thả cho các đội mộng mơ cuối mùa mới đá cướp cúp chơi.,2026-04-20T14:28:57Z,YouTube,0qNL8VZHblA,0,0,1,1
84,0qNL8VZHblA,arsenal,Thế cân bằng đã trở lại. 50 50 cho cả hai đội ở những trận còn lại.,thế cân bằng đã trở lại. 50 50 cho cả hai đội ở những trận còn lại.,2026-04-20T14:28:06Z,YouTube,0qNL8VZHblA,0,0,0,2
85,0qNL8VZHblA,arsenal,Clma nếu mà 4 lần về nhì thì tui khuyên ae ko nên trọc mấy ae phấn nữa tội lắm r,clma nếu mà 4 lần về nhì thì tui khuyên ae không nên trọc mấy ae arsenal phấn nữa tội lắm r,2026-04-20T14:21:16Z,YouTube,0qNL8VZHblA,0,0,1,1
86,0qNL8VZHblA,arsenal,Mùa nào cũng vậy toàn hụt hơi về cuối. Xem toàn hụt hứng,mùa nào cũng vậy toàn hụt hơi về cuối. xem toàn hụt hứng,2026-04-20T14:19:09Z,YouTube,0qNL8VZHblA,0,0,1,1
87,0qNL8VZHblA,arsenal,T nghĩ ars còn cơ hội,t nghĩ arsenal còn cơ hội,2026-04-20T14:16:49Z,YouTube,0qNL8VZHblA,0,0,1,0
88,0qNL8VZHblA,arsenal,2 đội ni xứng đáng vô địch,2 đội ni xứng đáng vô địch,2026-04-20T14:13:24Z,YouTube,0qNL8VZHblA,0,0,0,2
89,0qNL8VZHblA,arsenal,Asenal vô địch c1,asenal vô địch uefa champions league,2026-04-20T14:08:52Z,YouTube,0qNL8VZHblA,0,0,1,0
90,0qNL8VZHblA,arsenal,ăn hên thôi,ăn hên thôi,2026-04-20T14:06:18Z,YouTube,0qNL8VZHblA,0,0,0,2
91,0qNL8VZHblA,arsenal,Fan phốn lào điểm danh  🎉,fan arsenal phốn lào điểm danh chúc mừng,2026-04-20T14:01:15Z,YouTube,0qNL8VZHblA,0,1,1,1
92,0qNL8VZHblA,arsenal,Điểm danh nhé zalo 3 họ,điểm danh nhé zalo 3 họ,2026-05-21T09:38:01Z,YouTube,0qNL8VZHblA,0,0,0,2
93,0qNL8VZHblA,arsenal,"Lại một lần nữa cúp trước mắt vụt đi, biếu chiếc cúp cho city arsenal về nhì. Thua chung kết có ai mà vui, thôi coi như bữa nay mình xui.","lại một lần nữa cúp trước mắt vụt đi, biếu chiếc cúp cho city arsenal về nhì. thua chung kết có ai mà vui, thôi coi như bữa nay mình xui.",2026-04-20T13:48:20Z,YouTube,0qNL8VZHblA,0,0,1,1
94,0qNL8VZHblA,arsenal,"Ars quá đen, nhưng làm cho ngoại hạng anh trở nên kịch tính hơn bao giờ hết ! ❤❤❤","arsenal quá đen, nhưng làm cho ngoại hạng anh trở nên kịch tính hơn bao giờ hết ! trái tim trái tim trái tim",2026-04-20T13:43:59Z,YouTube,0qNL8VZHblA,0,0,1,0
95,0qNL8VZHblA,arsenal,Biết trước là sẽ thua rồi lên đéo thèm xem trực tiếp mùa này mc lại nâng cúp rồi chúc mừng fan MC.🎉🎉🎉😮,biết trước là sẽ thua rồi lên đéo thèm xem trực tiếp mùa này manchester city lại nâng cúp rồi chúc mừng fan manchester city. chúc mừng chúc mừng chúc mừng 😮,2026-04-20T13:39:33Z,YouTube,0qNL8VZHblA,1,1,0,2
96,0qNL8VZHblA,arsenal,Thật à nâng chưa 😂,thật à nâng chưa haha,2026-05-20T16:41:08Z,YouTube,0qNL8VZHblA,0,0,0,2
97,0qNL8VZHblA,arsenal,Cherki +100000000aura,cherki +100000000aura,2026-04-20T13:34:51Z,YouTube,0qNL8VZHblA,0,0,0,2
98,0qNL8VZHblA,arsenal,City cuối trận cũng hú vía😂,city cuối trận cũng hú vía haha,2026-04-20T13:31:24Z,YouTube,0qNL8VZHblA,0,0,0,2
99,0qNL8VZHblA,arsenal,Phút 17:25 BLV phải nói là đó là bàn danh dự cho phấn đào,phút <time> bình luận viên phải nói là đó là bàn danh dự cho arsenal arsenal phấn đào,2026-04-20T13:30:32Z,YouTube,0qNL8VZHblA,0,0,1,1
100,0qNL8VZHblA,arsenal,Chú 4 mệt rồi,chú 4 mệt rồi,2026-04-20T13:26:46Z,YouTube,0qNL8VZHblA,0,0,1,1
101,UgwhCGpiO9EIGt477bx4AaABAg,iphone17series,hôm trước mình đi lạng sơn mua được con ip 17 rẻ lắm có 3 triệu thôi. mà còn chậy androi cơ quá thơm ❤,hôm trước mình đi lạng sơn mua được con iphone 17 rẻ lắm có 3 triệu thôi. mà còn chậy androi cơ quá thơm trái tim,2026-05-18T04:07:24Z,YouTube,9kTzY4OtmMQ,0,0,1,2
102,Ugy1i9pqnM7SqPDJ_194AaABAg,iphone17series,17 pro giảm có 1tr :v,iphone 17 pro giảm có 1 triệu :v,2026-05-10T17:52:12Z,YouTube,9kTzY4OtmMQ,0,0,1,2
103,Ugxo3axpuPVSCREn6rd4AaABAg,iphone17series,"Không riêng gì 17 13,14 cũng thế","không riêng gì 17 13,14 cũng thế",2026-05-01T14:41:25Z,YouTube,9kTzY4OtmMQ,0,0,1,2
104,UgyaGvT3DfjH-kgVmfB4AaABAg,iphone17series,Công nhận IP năm nay giữ giá kinh thật,công nhận iphone năm nay giữ giá kinh thật,2026-04-29T09:39:39Z,YouTube,9kTzY4OtmMQ,1,0,1,0
105,UgziHXZdxLZa-_sHGEZ4AaABAg,iphone17series,Vì nó tiệm cận sự hoàn hảo rồi.  Vài năm nữa cũng ko hơn nhiều nên giá cứ giữ vậy ask. Máy mới ra thì máy vũ ngưng bán nhưng sẽ vẫn giữ giá.,vì nó tiệm cận sự hoàn hảo rồi. vài năm nữa cũng không hơn nhiều nên giá cứ giữ vậy ask. máy mới ra thì máy vũ ngưng bán nhưng sẽ vẫn giữ giá.,2026-04-29T03:02:53Z,YouTube,9kTzY4OtmMQ,0,0,1,0
106,UgyTCx2pKhRAAuU1z_J4AaABAg,iphone17series,"Tiền năm nay mất giá quá, như lá mít.","tiền năm nay mất giá quá, như lá mít.",2026-04-29T02:35:23Z,YouTube,9kTzY4OtmMQ,0,0,0,2
